Protein,Regressor,Case,Normalization,Train/Test,MAPE,NRMSE,Pearson,R2,RMSE,Spearman,Pearson Improvement,Spearman Improvement
PTEN,ElasticNet,selfmRNA,ZScore,Train,321.1405398,0.090229505,0.399698635,0.157455544,0.552584356,0.425937919,-5.55E-17,0
CDH2,ElasticNet,Top100InteractionPartners_Mutations,ZScore,Test,600.6775859,0.179621075,0.179507906,-0.0007648,0.368902804,0.173774256,0.033949331,0.125620952
PTEN,ElasticNet,selfmRNA_CNA_Mutations,MinMax,Train,279.9750907,0.096619986,0.385808407,0.034185881,0.591623439,0.438221219,-0.013890228,0.0122833
PTEN,ElasticNet,selfmRNA_CNA_Mutations,MinMax,Test,287.7511336,0.139527705,0.3432069,0.015281634,0.584498578,0.416470647,-0.05601806,0.013986965
PTEN,ElasticNet,selfmRNA_CNA_Mutations,TMM,Train,295.5364205,0.097531968,0.151889682,0.016090028,0.597141925,0.154855518,,
PTEN,ElasticNet,selfmRNA_CNA_Mutations,TMM,Test,308.2117797,0.141301727,0.108988893,-0.008964086,0.591241308,0.125155296,,
PTEN,ElasticNet,selfmRNA_CNA_Mutations,UN,Train,359.0876228,0.089929399,0.403874875,0.163145771,0.550697496,0.430577624,0.00417624,0.004639705
PTEN,ElasticNet,selfmRNA_CNA_Mutations,UN,Test,366.9973344,0.130852081,0.399525457,0.139598863,0.54541041,0.403920608,0.000300497,0.001436926
PTEN,ElasticNet,selfmRNA_CNA_Mutations,ZScore,Train,280.4336215,0.089771717,0.410405637,0.166119269,0.5497004,0.436358248,0.010707002,0.010420329
RB1,RandomForests,selfmRNA_Mutations,ZScore,Test,271.333222,0.143407165,0.213724372,-0.010971244,0.231405126,0.264759634,-0.000502106,-0.009867312
PTEN,ElasticNet,selfmRNA_Mutations,MinMax,Train,278.1979867,0.096798679,0.370289592,0.030586208,0.592738713,0.430697428,-0.029409043,0.004759509
PTEN,ElasticNet,selfmRNA_Mutations,MinMax,Test,286.7283494,0.139788888,0.327030472,0.011728363,0.585504463,0.409283833,-0.072194488,0.006800151
PTEN,ElasticNet,selfmRNA_Mutations,TMM,Train,307.8289751,0.097883881,,0.008833827,0.599372608,,,
PTEN,ElasticNet,selfmRNA_Mutations,TMM,Test,315.8390154,0.141489369,,-0.01211526,0.592225906,,,
PTEN,ElasticNet,selfmRNA_Mutations,UN,Train,365.272443,0.089986566,0.402541709,0.162078849,0.551063104,0.428923383,0.002843074,0.002985464
PTEN,ElasticNet,selfmRNA_Mutations,UN,Test,368.2789314,0.130858028,0.399589522,0.139597468,0.545415255,0.405038173,0.000364561,0.002554491
PTEN,ElasticNet,selfmRNA_Mutations,ZScore,Train,316.9916441,0.090090241,0.403484453,0.160151897,0.551693692,0.429696162,0.003785818,0.003758243
BRCA2,ElasticNet,NRandomGenes_Mutations,ZScore,Test,174.487497,0.177586977,0.1731227,-0.007746969,0.193494992,0.191950181,0.25525506,0.259621021
PTEN,ElasticNet,selfmRNA_Polynomial,MinMax,Train,228.7377852,0.095688898,0.407682973,0.05230005,0.586049096,0.425937919,0.007984338,0
PTEN,ElasticNet,selfmRNA_Polynomial,MinMax,Test,240.2813182,0.137701279,0.405533828,0.040632505,0.577123608,0.402483682,0.006308868,0
PTEN,ElasticNet,selfmRNA_Polynomial,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,ElasticNet,selfmRNA_Polynomial,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,ElasticNet,selfmRNA_Polynomial,UN,Train,443.4212998,0.089600751,0.411197482,0.169124775,0.548748371,0.425937919,0.011498847,0
PTEN,ElasticNet,selfmRNA_Polynomial,UN,Test,440.5593615,0.130416616,0.402481649,0.144512488,0.543671681,0.402483682,0.003256688,0
PTEN,ElasticNet,selfmRNA_Polynomial,ZScore,Train,328.9588481,0.09006903,0.401556596,0.160446132,0.551595851,0.425937919,0.001857961,0
RB1,LinearRegression,selfmRNA_CNA_Mutations,ZScore,Test,233.9363303,0.143123527,0.213492061,-0.009319741,0.231639164,0.282544538,-0.000734418,0.007917592
PTEN,LinearRegression,AllInteractionPartners_Mutations,MinMax,Train,4.84E-12,4.87E-16,1,1,2.97E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,AllInteractionPartners_Mutations,MinMax,Test,1536.142404,0.271810165,0.098995207,-2.764262442,1.088464211,0.120676743,-0.300229753,-0.281806939
PTEN,LinearRegression,AllInteractionPartners_Mutations,TMM,Train,515.2584494,0.070702911,0.694837906,0.482257092,0.433043979,0.626858446,,
PTEN,LinearRegression,AllInteractionPartners_Mutations,TMM,Test,4.35373E+12,43349602877,-0.0233812,-1.96E+23,1.34736E+11,0.14084461,,
PTEN,LinearRegression,AllInteractionPartners_Mutations,UN,Train,2.07E-11,3.16E-15,1,1,1.85E-14,1,0.600301365,0.574062081
PTEN,LinearRegression,AllInteractionPartners_Mutations,UN,Test,2673.196177,1.972650276,0.114235296,-481.112057,6.278669184,0.126148808,-0.284989664,-0.276334874
PTEN,LinearRegression,AllInteractionPartners_Mutations,ZScore,Train,4.16E-12,4.42E-16,1,1,2.71E-15,1,0.600301365,0.574062081
PTEN,RandomForests,selfmRNA,ZScore,Test,409.3851598,0.131503109,0.386549332,0.130906148,0.547985363,0.406411653,-0.012675628,0.003927971
PTEN,LinearRegression,AllmRNA_Mutations,MinMax,Train,3.61E-12,4.48E-16,1,1,2.72E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,AllmRNA_Mutations,MinMax,Test,1162.790645,0.154346587,0.243713286,-0.187441604,0.62810895,0.257043765,-0.155511675,-0.145439917
PTEN,LinearRegression,AllmRNA_Mutations,TMM,Train,4.23E-11,6.42E-15,1,1,4.02E-14,1,,
PTEN,LinearRegression,AllmRNA_Mutations,TMM,Test,669.2775121,0.15115832,0.191245464,-0.149852597,0.621771557,0.203114077,,
PTEN,LinearRegression,AllmRNA_Mutations,UN,Train,7.43E-12,8.72E-16,1,1,5.33E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,AllmRNA_Mutations,UN,Test,1115.75033,0.23894626,0.110308184,-1.900498995,0.965797887,0.120714583,-0.288916777,-0.281769099
PTEN,LinearRegression,AllmRNA_Mutations,ZScore,Train,4.01E-12,5.03E-16,1,1,3.01E-15,1,0.600301365,0.574062081
PTEN,RandomForests,selfmRNA_Mutations,ZScore,Test,403.1342413,0.131614192,0.385201318,0.129443029,0.548522079,0.405499828,-0.014023643,0.003016146
PTEN,LinearRegression,NMostVariableGenes_Mutations,MinMax,Train,4.19E-12,4.73E-16,1,1,2.89E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,NMostVariableGenes_Mutations,MinMax,Test,1538.035479,0.235971339,0.17268452,-1.833675129,0.942835444,0.217066107,-0.22654044,-0.185417575
PTEN,LinearRegression,NMostVariableGenes_Mutations,TMM,Train,6.82E-12,6.57E-16,1,1,4.04E-15,1,,
PTEN,LinearRegression,NMostVariableGenes_Mutations,TMM,Test,827.1984451,0.234161734,0.056057419,-1.864085417,0.95161132,0.07443777,,
PTEN,LinearRegression,NMostVariableGenes_Mutations,UN,Train,7.08E-12,8.53E-16,1,1,5.23E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,NMostVariableGenes_Mutations,UN,Test,2339.445906,0.436625275,0.083322195,-8.822409561,1.775318501,0.087590076,-0.315902765,-0.314893607
PTEN,LinearRegression,NMostVariableGenes_Mutations,ZScore,Train,4.12E-12,4.88E-16,1,1,2.98E-15,1,0.600301365,0.574062081
PTEN,RandomForests,selfmRNA_CNA_Mutations,ZScore,Test,321.9234407,0.131495805,0.384291019,0.131140959,0.548248327,0.414014426,-0.014933941,0.011530744
PTEN,LinearRegression,NRandomGenes_Mutations,MinMax,Train,6.74E-12,5.19E-16,1,1,3.18E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,NRandomGenes_Mutations,MinMax,Test,1410.800965,0.277321547,0.092270086,-2.900032344,1.111145565,0.148275144,-0.306954874,-0.254208539
PTEN,LinearRegression,NRandomGenes_Mutations,TMM,Train,414.1328275,0.053591455,0.83895506,0.702150882,0.327851828,0.785643502,,
PTEN,LinearRegression,NRandomGenes_Mutations,TMM,Test,1.16197E+13,48385427073,-0.058887377,-1.98E+23,1.48097E+11,0.130382457,,
PTEN,LinearRegression,NRandomGenes_Mutations,UN,Train,4.18E-11,2.62E-15,1,1,1.56E-14,1,0.600301365,0.574062081
PTEN,LinearRegression,NRandomGenes_Mutations,UN,Test,1900.431515,0.538908276,0.123972089,-14.10624267,2.069987906,0.111405262,-0.275252872,-0.29107842
PTEN,LinearRegression,NRandomGenes_Mutations,ZScore,Train,3.80E-12,3.91E-16,1,1,2.39E-15,1,0.600301365,0.574062081
PTEN,RandomForests,NMostVariableGenes_Mutations,ZScore,Test,296.6340792,0.131787866,0.375630314,0.126891342,0.550216883,0.407311794,-0.023594647,0.004828112
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,MinMax,Train,5.10E-12,5.12E-16,1,1,3.14E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,MinMax,Test,1639.720829,0.224426003,0.169512656,-1.549301416,0.897198202,0.193190446,-0.229712305,-0.209293236
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,TMM,Train,6.81E-12,7.84E-16,1,1,4.70E-15,1,,
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,TMM,Test,945.2728992,0.227298398,0.026160694,-1.67444182,0.92343697,0.037953216,,
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,UN,Train,5.03E-12,6.65E-16,1,1,4.06E-15,1,0.600301365,0.574062081
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,UN,Test,1996.682823,0.36919878,0.078866858,-5.999790482,1.481410619,0.08393835,-0.320358102,-0.318545332
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,ZScore,Train,4.36E-12,4.41E-16,1,1,2.70E-15,1,0.600301365,0.574062081
PTEN,RandomForests,NRandomGenes_Mutations,ZScore,Test,268.7399601,0.132081202,0.37498783,0.124783159,0.550186614,0.38583027,-0.024237131,-0.016653412
PTEN,LinearRegression,Top100InteractionPartners_Mutations,MinMax,Train,627.5304574,0.079349633,0.590404035,0.34870027,0.485720282,0.572627467,0.1907054,0.146689548
PTEN,LinearRegression,Top100InteractionPartners_Mutations,MinMax,Test,794.2258615,0.163135107,0.226817613,-0.338542862,0.655907752,0.27905623,-0.172407347,-0.123427452
PTEN,LinearRegression,Top100InteractionPartners_Mutations,TMM,Train,426.3476784,0.094093428,0.289077294,0.0842049,0.575998785,0.273085972,,
PTEN,LinearRegression,Top100InteractionPartners_Mutations,TMM,Test,471.3833548,0.143770033,0.163192499,-0.036874123,0.595799295,0.183226437,,
PTEN,LinearRegression,Top100InteractionPartners_Mutations,UN,Train,627.5304574,0.079349633,0.590404035,0.34870027,0.485720282,0.572627467,0.1907054,0.146689548
PTEN,LinearRegression,Top100InteractionPartners_Mutations,UN,Test,794.2258615,0.163135107,0.226817613,-0.338542862,0.655907752,0.27905623,-0.172407347,-0.123427452
PTEN,LinearRegression,Top100InteractionPartners_Mutations,ZScore,Train,627.5304574,0.079349633,0.590404035,0.34870027,0.485720282,0.572627467,0.1907054,0.146689548
PTEN,RandomForests,ThousandMostVariableGenes_Mutations,ZScore,Test,298.1248656,0.132116672,0.370472951,0.122111564,0.551435603,0.403904447,-0.02875201,0.001420765
PTEN,LinearRegression,selfmRNA,MinMax,Train,369.0003062,0.090103578,0.399698635,0.159815382,0.551811455,0.425937919,0,0
PTEN,LinearRegression,selfmRNA,MinMax,Test,368.8997168,0.130877665,0.39922496,0.13931701,0.545474838,0.402483682,0,0
PTEN,LinearRegression,selfmRNA,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,selfmRNA,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,LinearRegression,selfmRNA,UN,Train,369.0003062,0.090103578,0.399698635,0.159815382,0.551811455,0.425937919,0,0
PTEN,LinearRegression,selfmRNA,UN,Test,368.8997168,0.130877665,0.39922496,0.13931701,0.545474838,0.402483682,0,0
PTEN,LinearRegression,selfmRNA,ZScore,Train,369.0003062,0.090103578,0.399698635,0.159815382,0.551811455,0.425937919,0,0
PTEN,RandomForests,AllmRNA_Mutations,ZScore,Test,257.7811917,0.13256236,0.363458679,0.115261941,0.553399045,0.379694051,-0.035766282,-0.022789631
PTEN,LinearRegression,selfmRNA_CNA_Mutations,MinMax,Train,300.9258,0.089268567,0.418961225,0.175631292,0.546525311,0.438879325,0.01926259,0.012941406
PTEN,LinearRegression,selfmRNA_CNA_Mutations,MinMax,Test,331.542601,0.131348051,0.401467846,0.133956793,0.546168786,0.416543495,0.002242886,0.014059813
PTEN,LinearRegression,selfmRNA_CNA_Mutations,TMM,Train,323.4047625,0.096652113,0.179174915,0.034037612,0.591622348,0.170991957,,
PTEN,LinearRegression,selfmRNA_CNA_Mutations,TMM,Test,333.7894779,0.141451787,0.155589169,-0.008777096,0.58969368,0.163553509,,
PTEN,LinearRegression,selfmRNA_CNA_Mutations,UN,Train,300.9258,0.089268567,0.418961225,0.175631292,0.546525311,0.438879325,0.01926259,0.012941406
PTEN,LinearRegression,selfmRNA_CNA_Mutations,UN,Test,331.542601,0.131348051,0.401467846,0.133956793,0.546168786,0.416543495,0.002242886,0.014059813
PTEN,LinearRegression,selfmRNA_CNA_Mutations,ZScore,Train,300.9258,0.089268567,0.418961225,0.175631292,0.546525311,0.438879325,0.01926259,0.012941406
PTEN,RandomForests,AllInteractionPartners_Mutations,ZScore,Test,265.2886774,0.13286224,0.360999541,0.11330187,0.553996364,0.387924552,-0.038225419,-0.01455913
PTEN,LinearRegression,selfmRNA_Mutations,MinMax,Train,343.4297981,0.089584331,0.411918976,0.16975617,0.548503044,0.434533806,0.012220341,0.008595887
PTEN,LinearRegression,selfmRNA_Mutations,MinMax,Test,359.2403531,0.131224959,0.399867449,0.135661682,0.546268284,0.414592576,0.000642489,0.012108894
PTEN,LinearRegression,selfmRNA_Mutations,TMM,Train,344.4715799,0.097118396,0.151809898,0.024554717,0.594562899,0.154198457,,
PTEN,LinearRegression,selfmRNA_Mutations,TMM,Test,349.9475936,0.141441581,0.132364682,-0.009794394,0.590626541,0.153034545,,
PTEN,LinearRegression,selfmRNA_Mutations,UN,Train,343.4297981,0.089584331,0.411918976,0.16975617,0.548503044,0.434533806,0.012220341,0.008595887
PTEN,LinearRegression,selfmRNA_Mutations,UN,Test,359.2403531,0.131224959,0.399867449,0.135661682,0.546268284,0.414592576,0.000642489,0.012108894
PTEN,LinearRegression,selfmRNA_Mutations,ZScore,Train,343.4297981,0.089584331,0.411918976,0.16975617,0.548503044,0.434533806,0.012220341,0.008595887
PTEN,ElasticNet,Top100InteractionPartners_Mutations,ZScore,Test,359.6059186,0.134262458,0.356688923,0.09536254,0.557068268,0.368676439,-0.042536037,-0.033807243
PTEN,LinearRegression,selfmRNA_Polynomial,MinMax,Train,476.5074032,0.089095768,0.422400967,0.178537081,0.545605523,0.426198186,0.022702332,0.000260267
PTEN,LinearRegression,selfmRNA_Polynomial,MinMax,Test,466.7900266,0.1378008,0.393289562,0.053972288,0.566234767,0.398279962,-0.005935399,-0.00420372
PTEN,LinearRegression,selfmRNA_Polynomial,TMM,Train,8.92687E+14,62110532920,,-8.43E+23,3.84215E+11,,,
PTEN,LinearRegression,selfmRNA_Polynomial,TMM,Test,5.8578E+14,81921479676,,-1.22E+24,3.82359E+11,,,
PTEN,LinearRegression,selfmRNA_Polynomial,UN,Train,445.9965459,0.088824512,0.428053613,0.183309962,0.544020672,0.427154395,0.028354978,0.001216476
PTEN,LinearRegression,selfmRNA_Polynomial,UN,Test,432.6559201,0.131383256,0.413297877,0.134317711,0.546217019,0.401824858,0.014072917,-0.000658824
PTEN,LinearRegression,selfmRNA_Polynomial,ZScore,Train,446.3801018,0.089434543,0.415094937,0.172325314,0.547692064,0.42598231,0.015396302,4.44E-05
PTEN,ElasticNet,AllmRNA_Mutations,ZScore,Test,576.0064389,0.136241862,0.355274901,0.060293984,0.56596483,0.361922116,-0.043950059,-0.040561566
PTEN,Mean,AllInteractionPartners_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,AllInteractionPartners_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,AllInteractionPartners_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,AllInteractionPartners_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,AllInteractionPartners_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,AllInteractionPartners_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,AllInteractionPartners_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,ElasticNet,NRandomGenes_Mutations,ZScore,Test,663.6100146,0.142179821,0.344050948,-0.013769993,0.585242731,0.359764681,-0.055174012,-0.042719001
PTEN,Mean,AllmRNA_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,AllmRNA_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,AllmRNA_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,AllmRNA_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,AllmRNA_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,AllmRNA_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,AllmRNA_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,ElasticNet,NMostVariableGenes_Mutations,ZScore,Test,228.3042944,0.137421976,0.343913283,0.051261667,0.566928785,0.359427263,-0.055311677,-0.043056419
PTEN,Mean,NMostVariableGenes_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,NMostVariableGenes_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,NMostVariableGenes_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,NMostVariableGenes_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,NMostVariableGenes_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,NMostVariableGenes_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,NMostVariableGenes_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,ElasticNet,ThousandMostVariableGenes_Mutations,ZScore,Test,260.0198237,0.140139249,0.309022064,0.01376542,0.578539205,0.320318817,-0.090202897,-0.082164865
PTEN,Mean,NRandomGenes_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,NRandomGenes_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,NRandomGenes_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,NRandomGenes_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,NRandomGenes_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,NRandomGenes_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,NRandomGenes_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,ElasticNet,AllInteractionPartners_Mutations,ZScore,Test,407.8271698,0.144019998,0.306668337,-0.047651158,0.595004301,0.341504992,-0.092556623,-0.060978691
PTEN,Mean,ThousandMostVariableGenes_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,ThousandMostVariableGenes_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,ThousandMostVariableGenes_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,ThousandMostVariableGenes_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,ThousandMostVariableGenes_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,ThousandMostVariableGenes_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,ThousandMostVariableGenes_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,AllmRNA_Mutations,ZScore,Test,1007.866549,0.151116052,0.252240854,-0.138990647,0.61612041,0.25329798,-0.146984107,-0.149185702
PTEN,Mean,Top100InteractionPartners_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,Top100InteractionPartners_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,Top100InteractionPartners_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,Top100InteractionPartners_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,Top100InteractionPartners_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,Top100InteractionPartners_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,Top100InteractionPartners_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,Top100InteractionPartners_Mutations,ZScore,Test,794.2258615,0.163135107,0.226817613,-0.338542862,0.655907752,0.27905623,-0.172407347,-0.123427452
PTEN,Mean,selfmRNA,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,ThousandMostVariableGenes_Mutations,ZScore,Test,1605.893117,0.250156597,0.195632393,-2.131499911,1.007805336,0.183836259,-0.203592567,-0.218647423
PTEN,Mean,selfmRNA_CNA_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_CNA_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_CNA_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_CNA_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_CNA_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_CNA_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_CNA_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,NMostVariableGenes_Mutations,ZScore,Test,2301.047656,0.295382123,0.16014022,-3.395462011,1.18168738,0.167446536,-0.239084741,-0.235037147
PTEN,Mean,selfmRNA_Mutations,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_Mutations,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_Mutations,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_Mutations,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_Mutations,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_Mutations,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_Mutations,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,NRandomGenes_Mutations,ZScore,Test,1865.222246,0.281320119,0.104842848,-2.954857251,1.128977512,0.094015841,-0.294382112,-0.308467841
PTEN,Mean,selfmRNA_Polynomial,MinMax,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_Polynomial,MinMax,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_Polynomial,TMM,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_Polynomial,TMM,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_Polynomial,UN,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,Mean,selfmRNA_Polynomial,UN,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,Mean,selfmRNA_Polynomial,ZScore,Train,300.5861212,0.098304923,,0,0.602065386,,,
PTEN,LinearRegression,AllInteractionPartners_Mutations,ZScore,Test,1635.101124,0.283099135,0.087270484,-3.065187285,1.125751926,0.101351308,-0.311954477,-0.301132374
PTEN,RandomForests,AllInteractionPartners_Mutations,MinMax,Train,261.7145422,0.082285595,0.599848186,0.299526883,0.503706741,0.549147913,0.200149551,0.123209994
PTEN,RandomForests,AllInteractionPartners_Mutations,MinMax,Test,265.2886774,0.13286224,0.360999541,0.11330187,0.553996364,0.387924552,-0.038225419,-0.01455913
PTEN,RandomForests,AllInteractionPartners_Mutations,TMM,Train,334.2220741,0.090849828,0.488459035,0.14623457,0.556196931,0.417208825,,
PTEN,RandomForests,AllInteractionPartners_Mutations,TMM,Test,299.9653965,0.142454465,0.122195941,-0.022072126,0.593692283,0.248008164,,
PTEN,RandomForests,AllInteractionPartners_Mutations,UN,Train,261.7145422,0.082285595,0.599848186,0.299526883,0.503706741,0.549147913,0.200149551,0.123209994
PTEN,RandomForests,AllInteractionPartners_Mutations,UN,Test,265.2886774,0.13286224,0.360999541,0.11330187,0.553996364,0.387924552,-0.038225419,-0.01455913
PTEN,RandomForests,AllInteractionPartners_Mutations,ZScore,Train,261.7145422,0.082285595,0.599848186,0.299526883,0.503706741,0.549147913,0.200149551,0.123209994
PTEN,Mean,AllInteractionPartners_Mutations,ZScore,Test,310.6249574,0.141741019,,-0.015581492,0.593085089,,,
PTEN,RandomForests,AllmRNA_Mutations,MinMax,Train,208.4285365,0.080129314,0.665422217,0.335663951,0.490416962,0.580071778,0.265723582,0.15413386
PTEN,RandomForests,AllmRNA_Mutations,MinMax,Test,256.5306357,0.132569187,0.363561082,0.115047625,0.553544968,0.382228008,-0.035663879,-0.020255674
PTEN,RandomForests,AllmRNA_Mutations,TMM,Train,353.0833088,0.087100788,0.563834902,0.214779027,0.532991188,0.482406883,,
PTEN,RandomForests,AllmRNA_Mutations,TMM,Test,377.6677655,0.138748013,0.191150146,0.031214628,0.576431695,0.24931285,,
PTEN,RandomForests,AllmRNA_Mutations,UN,Train,208.4284239,0.080129163,0.665424328,0.335666432,0.490415996,0.580066633,0.265725693,0.154128714
PTEN,RandomForests,AllmRNA_Mutations,UN,Test,256.5313168,0.132569113,0.36356209,0.115048478,0.553544745,0.382228008,-0.03566287,-0.020255674
